technical_name (use with ::give),display_name,cert_of,source_file
trail_clue_medium_anagram023,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram023_challenge,Challenge scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram024,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram024_challenge,Challenge scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram025,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram025_challenge,Challenge scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram026,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_anagram026_challenge,Challenge scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map001,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map001_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map002,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map002_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map003,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map003_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map004,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map005,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map005_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map006,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map007,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map007_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map008,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map008_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map009,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map009_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map010,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map010_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map011,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map011_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_map012,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_map012_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle001,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle001_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle002,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle002_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle003,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle003_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle004,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle004_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle005,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle005_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle006,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle007,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle007_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle008,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle008_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle009,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle010,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle011,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle011_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle012,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle012_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle013,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle014,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle014_key,Key,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle015,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_riddle016,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant001,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant001_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant002,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant002_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant003,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant003_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant004,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant004_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant005,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant005_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant006,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant006_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant007,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant007_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant008,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant008_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant009,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant009_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant010,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant010_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant011,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant011_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant012,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant012_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant013,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant013_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant014,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant014_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant015,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant015_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant016,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant016_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant017,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant017_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant018,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant018_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant019,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant019_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant020,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant020_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant021,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant021_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant022,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant022_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant023,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant023_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant024,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant024_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant025,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant025_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant026,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant026_casket,Casket,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant027,Clue scroll,,scripts/_unpack/377/all.obj
trail_clue_medium_sextant027_casket,Casket,,scripts/_unpack/377/all.obj
trail_sextant,Sextant,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb01,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb02,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb03,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb04,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb05,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb06,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb07,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb08,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb09,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb10,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb11,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb12,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb13,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb14,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb15,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb16,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb17,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb18,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb19,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb20,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb21,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb22,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb23,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzleb24,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec01,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec02,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec03,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec04,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec05,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec06,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec07,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec08,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec09,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec10,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec11,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec12,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec13,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec14,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec15,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec16,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec17,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec18,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec19,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec20,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec21,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec22,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec23,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzlec24,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled01,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled02,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled03,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled04,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled05,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled06,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled07,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled08,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled09,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled10,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled11,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled12,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled13,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled14,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled15,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled16,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled17,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled18,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled19,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled20,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled21,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled22,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled23,Sliding piece,,scripts/_unpack/377/all.obj
trail_slidingpuzzled24,Sliding piece,,scripts/_unpack/377/all.obj
trail_watch,Watch,,scripts/_unpack/377/all.obj
tray_empty,Panning tray,,scripts/_unpack/377/all.obj
tray_gold,Panning tray,,scripts/_unpack/377/all.obj
tray_mud,Panning tray,,scripts/_unpack/377/all.obj
triangle_sandwich,Triangle sandwich,,scripts/_unpack/377/all.obj
tribal_totem,Totem,,scripts/_unpack/377/all.obj
tribal_totem_label,Address label,,scripts/_unpack/377/all.obj
trick_or_treat_head,Zombie head,,scripts/_unpack/377/all.obj
troll_key_eadgar,Cell key 2,,scripts/_unpack/377/all.obj
troll_key_godric,Cell key 1,,scripts/_unpack/377/all.obj
troll_key_prison,Prison key,,scripts/_unpack/377/all.obj
trollromance_rare_flower,Trollweiss,,scripts/quests/quest_troll_love/configs/quest_troll_love.obj
trollromance_toboggon,Sled,,scripts/quests/quest_troll_love/configs/quest_troll_love.obj
trollromance_toboggon_waxed,Sled,,scripts/quests/quest_troll_love/configs/quest_troll_love.obj
trollromance_wax,Wax,,scripts/quests/quest_troll_love/configs/quest_troll_love.obj
trout,Trout,,scripts/_unpack/377/all.obj
trowel,Trowel,,scripts/_unpack/377/all.obj
tuna,Tuna,,scripts/_unpack/377/all.obj
turnip_book,Book,,scripts/_unpack/377/all.obj
turnleft_trackjunction_control_card,Square stone,,scripts/_unpack/377/all.obj
turnright_trackjunction_control_card,Square stone,,scripts/_unpack/377/all.obj
twocats_amuletofcatspeak,Catspeak amulet(e),,scripts/_unpack/377/all.obj
twocats_chores,Chores,,scripts/_unpack/377/all.obj
twocats_doctors_hat,Doctors hat,,scripts/_unpack/377/all.obj
twocats_mouse_toy,Mouse toy,,scripts/_unpack/377/all.obj
twocats_nurses_hat,Nurse hat,,scripts/_unpack/377/all.obj
twocats_present,Present,,scripts/_unpack/377/all.obj
twocats_recipe,Recipe,,scripts/_unpack/377/all.obj
twocats_rewardlamp,Antique lamp,,scripts/_unpack/377/all.obj
twpart1,Cannon base,,scripts/_unpack/377/all.obj
twpart2,Cannon stand,,scripts/_unpack/377/all.obj
twpart3,Cannon barrels,,scripts/_unpack/377/all.obj
twpart4,Cannon furnace,,scripts/_unpack/377/all.obj
tzhaar_cape_fire,Fire cape,,scripts/_unpack/377/all.obj
tzhaar_cape_obsidian,Obsidian cape,,scripts/_unpack/377/all.obj
tzhaar_knife,Toktz-xil-ek,,scripts/skill_combat/configs/melee/obsidian.obj
tzhaar_mace,Tzhaar-ket-em,,scripts/skill_combat/configs/melee/obsidian.obj
tzhaar_maul,Tzhaar-ket-om,,scripts/skill_combat/configs/melee/obsidian.obj
tzhaar_spikeshield,Toktz-ket-xil,,scripts/skill_combat/configs/melee/obsidian.obj
tzhaar_splitsword,Toktz-xil-ak,,scripts/skill_combat/configs/melee/obsidian.obj
tzhaar_staff,Toktz-mej-tal,,scripts/_unpack/377/all.obj
tzhaar_throwingring,Toktz-xil-ul,,scripts/_unpack/377/all.obj
tzhaar_token,Tokkul,,scripts/_unpack/377/all.obj
tzhaar_token_2,,,scripts/_unpack/377/all.obj
tzhaar_token_25,,,scripts/_unpack/377/all.obj
tzhaar_token_3,,,scripts/_unpack/377/all.obj
tzhaar_token_4,,,scripts/_unpack/377/all.obj
tzhaar_token_5,,,scripts/_unpack/377/all.obj
ugthanki_kebab,Ugthanki kebab,,scripts/skill_cooking/configs/cooking_inv/configs/ugthanki_kebab/ugthanki_kebab.obj
ugthanki_kebab_bad,Ugthanki kebab,,scripts/skill_cooking/configs/cooking_inv/configs/ugthanki_kebab/ugthanki_kebab.obj
uncooked_admiral_pie,Raw admiral pie,,scripts/_unpack/377/all.obj
uncooked_apple_pie,Uncooked apple pie,,scripts/skill_cooking/configs/cooking_inv/configs/pies/pies_uncooked.obj
uncooked_cake,Uncooked cake,,scripts/skill_cooking/configs/cooking_inv/configs/cakes/cakes_uncooked.obj
uncooked_curry,Uncooked curry,,scripts/skill_cooking/configs/cooking_inv/configs/stew/stew_uncooked.obj
uncooked_fish_pie,Raw fish pie,,scripts/_unpack/377/all.obj
uncooked_garden_pie,Raw garden pie,,scripts/_unpack/377/all.obj
uncooked_meat_pie,Uncooked meat pie,,scripts/skill_cooking/configs/cooking_inv/configs/pies/pies_uncooked.obj
uncooked_mud_pie,Raw mud pie,,scripts/_unpack/377/all.obj
uncooked_pitta_bread,Pitta dough,,scripts/skill_cooking/configs/cooking_inv/configs/dough/dough.obj
uncooked_pizza,Uncooked pizza,,scripts/skill_cooking/configs/cooking_inv/configs/pizza/pizza_uncooked.obj
uncooked_redberry_pie,Uncooked berry pie,,scripts/skill_cooking/configs/cooking_inv/configs/pies/pies_uncooked.obj
uncooked_stew,Uncooked stew,,scripts/skill_cooking/configs/cooking_inv/configs/stew/stew_uncooked.obj
uncooked_summer_pie,Raw summer pie,,scripts/_unpack/377/all.obj
uncooked_wild_pie,Raw wild pie,,scripts/_unpack/377/all.obj
uncut_diamond,Uncut diamond,,scripts/_unpack/377/all.obj
uncut_dragonstone,Uncut dragonstone,,scripts/_unpack/377/all.obj
uncut_emerald,Uncut emerald,,scripts/_unpack/377/all.obj
uncut_jade,Uncut jade,,scripts/_unpack/377/all.obj
uncut_onyx,Uncut onyx,,scripts/_unpack/377/all.obj
uncut_opal,Uncut opal,,scripts/_unpack/377/all.obj
uncut_red_topaz,Uncut red topaz,,scripts/_unpack/377/all.obj
uncut_ruby,Uncut ruby,,scripts/_unpack/377/all.obj
uncut_sapphire,Uncut sapphire,,scripts/_unpack/377/all.obj
unfinished_admiral_pie_1,Part admiral pie,,scripts/_unpack/377/all.obj
unfinished_admiral_pie_2,Part admiral pie,,scripts/_unpack/377/all.obj
unfinished_blurberry_special1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_blurberry_special2,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_blurberry_special3,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_blurberry_special4,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_chocchip_crunchies,Unfinished crunchy,,scripts/skill_cooking/configs/gnome_cooking/crunchies.obj
unfinished_chocolate_bomb1,Unfinished bowl,,scripts/skill_cooking/configs/gnome_cooking/gnomebowls.obj
unfinished_chocolate_bomb2,Unfinished bowl,,scripts/skill_cooking/configs/gnome_cooking/gnomebowls.obj
unfinished_chocolate_bomb3,Unfinished bowl,,scripts/skill_cooking/configs/gnome_cooking/gnomebowls.obj
unfinished_chocolate_saturday1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_chocolate_saturday2,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_chocolate_saturday3,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_chocolate_saturday4,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_drunk_dragon1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_drunk_dragon2,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_drunk_dragon3,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_fish_pie_1,Part fish pie,,scripts/_unpack/377/all.obj
unfinished_fish_pie_2,Part fish pie,,scripts/_unpack/377/all.obj
unfinished_fruit_batta,Unfinished batta,,scripts/skill_cooking/configs/gnome_cooking/battas.obj
unfinished_fruit_blast1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_garden_pie_1,Part garden pie,,scripts/_unpack/377/all.obj
unfinished_garden_pie_2,Part garden pie,,scripts/_unpack/377/all.obj
unfinished_guthixbook,Damaged book,,scripts/_unpack/377/all.obj
unfinished_mud_pie_1,Part mud pie,,scripts/_unpack/377/all.obj
unfinished_mud_pie_2,Part mud pie,,scripts/_unpack/377/all.obj
unfinished_pineapple_punch1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_pineapple_punch2,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_pineapple_punch3,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_saradominbook,Damaged book,,scripts/_unpack/377/all.obj
unfinished_sgg1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_sgg2,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_spicy_crunchies,Unfinished crunchy,,scripts/skill_cooking/configs/gnome_cooking/crunchies.obj
unfinished_summer_pie_1,Part summer pie,,scripts/_unpack/377/all.obj
unfinished_summer_pie_2,Part summer pie,,scripts/_unpack/377/all.obj
unfinished_toad_crunchies,Unfinished crunchy,,scripts/skill_cooking/configs/gnome_cooking/crunchies.obj
unfinished_veg_ball,Unfinished bowl,,scripts/skill_cooking/configs/gnome_cooking/gnomebowls.obj
unfinished_vegetable_batta,Unfinished batta,,scripts/skill_cooking/configs/gnome_cooking/battas.obj
unfinished_wild_pie_1,Part wild pie,,scripts/_unpack/377/all.obj
unfinished_wild_pie_2,Part wild pie,,scripts/_unpack/377/all.obj
unfinished_wizard_blizzard1,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_wizard_blizzard2,Unfinished cocktail,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
unfinished_worm_batta,Unfinished batta,,scripts/skill_cooking/configs/gnome_cooking/battas.obj
unfinished_worm_crunchies,Unfinished crunchy,,scripts/skill_cooking/configs/gnome_cooking/crunchies.obj
unfinished_worm_hole,Unfinished bowl,,scripts/skill_cooking/configs/gnome_cooking/gnomebowls.obj
unfinished_zamorakbook,Damaged book,,scripts/_unpack/377/all.obj
unholy_symbol_mould,Unholy mould,,scripts/_unpack/377/all.obj
unicorn_horn,Unicorn horn,,scripts/_unpack/377/all.obj
unicorn_horn_dust,Unicorn horn dust,,scripts/_unpack/377/all.obj
unidentified_ardrigal,Herb,,scripts/_unpack/377/all.obj
unidentified_avantoe,Herb,,scripts/_unpack/377/all.obj
unidentified_cadantine,Herb,,scripts/_unpack/377/all.obj
unidentified_dwarf_weed,Herb,,scripts/_unpack/377/all.obj
unidentified_guam,Herb,,scripts/_unpack/377/all.obj
unidentified_harralander,Herb,,scripts/_unpack/377/all.obj
unidentified_irit,Herb,,scripts/_unpack/377/all.obj
unidentified_kwuarm,Herb,,scripts/_unpack/377/all.obj
unidentified_lantadyme,Herb,,scripts/_unpack/377/all.obj
unidentified_liquid,Unidentified liquid,,scripts/_unpack/377/all.obj
unidentified_marentill,Herb,,scripts/_unpack/377/all.obj
unidentified_powder,Chemical powder,,scripts/_unpack/377/all.obj
unidentified_ranarr,Herb,,scripts/_unpack/377/all.obj
unidentified_rogues_purse,Herb,,scripts/_unpack/377/all.obj
unidentified_sito_foil,Herb,,scripts/_unpack/377/all.obj
unidentified_snake_weed,Herb,,scripts/_unpack/377/all.obj
unidentified_snapdragon,Herb,,scripts/_unpack/377/all.obj
unidentified_tarromin,Herb,,scripts/_unpack/377/all.obj
unidentified_toadflax,Herb,,scripts/_unpack/377/all.obj
unidentified_torstol,Herb,,scripts/_unpack/377/all.obj
unidentified_volencia_moss,Herb,,scripts/_unpack/377/all.obj
unlit_black_candle,Black candle,,scripts/_unpack/377/all.obj
unlit_candle,Candle,,scripts/_unpack/377/all.obj
unlitarrow,Bronze fire arrows,,scripts/_unpack/377/all.obj
unlitarrow_2,,,scripts/_unpack/377/all.obj
unlitarrow_3,,,scripts/_unpack/377/all.obj
unlitarrow_4,,,scripts/_unpack/377/all.obj
unlitarrow_5,,,scripts/_unpack/377/all.obj
unstrung_diamond_amulet,Diamond amulet,,scripts/_unpack/377/all.obj
unstrung_dragonstone_amulet,Dragonstone ammy,,scripts/_unpack/377/all.obj
unstrung_emerald_amulet,Emerald amulet,,scripts/_unpack/377/all.obj
unstrung_gold_amulet,Gold amulet,,scripts/_unpack/377/all.obj
unstrung_longbow,Longbow (u),,scripts/_unpack/377/all.obj
unstrung_magic_longbow,Magic longbow (u),,scripts/_unpack/377/all.obj
unstrung_magic_shortbow,Magic shortbow (u),,scripts/_unpack/377/all.obj
unstrung_maple_longbow,Maple longbow (u),,scripts/_unpack/377/all.obj
unstrung_maple_shortbow,Maple shortbow (u),,scripts/_unpack/377/all.obj
unstrung_oak_longbow,Oak longbow (u),,scripts/_unpack/377/all.obj
unstrung_oak_shortbow,Oak shortbow (u),,scripts/_unpack/377/all.obj
unstrung_onyx_amulet,Onyx amulet,,scripts/_unpack/377/all.obj
unstrung_ruby_amulet,Ruby amulet,,scripts/_unpack/377/all.obj
unstrung_sapphire_amulet,Sapphire amulet,,scripts/_unpack/377/all.obj
unstrung_shortbow,Shortbow (u),,scripts/_unpack/377/all.obj
unstrung_willow_longbow,Willow longbow (u),,scripts/_unpack/377/all.obj
unstrung_willow_shortbow,Willow shortbow (u),,scripts/_unpack/377/all.obj
unstrung_yew_longbow,Yew longbow (u),,scripts/_unpack/377/all.obj
unstrung_yew_shortbow,Yew shortbow (u),,scripts/_unpack/377/all.obj
unstrung_zogre_bow,Unstrung comp bow,,scripts/_unpack/377/all.obj
upass_journal,Old journal,,scripts/_unpack/377/all.obj
upassdwarfbrew,Dwarf brew,,scripts/_unpack/377/all.obj
used_bloom_spell,A used spell,,scripts/_unpack/377/all.obj
vampire_dust,Vampire dust,,scripts/_unpack/377/all.obj
vc_rat_pole,Rat pole,,scripts/_unpack/377/all.obj
vc_rat_pole_1,Rat pole,,scripts/_unpack/377/all.obj
vc_rat_pole_2,Rat pole,,scripts/_unpack/377/all.obj
vc_rat_pole_3,Rat pole,,scripts/_unpack/377/all.obj
vc_rat_pole_4,Rat pole,,scripts/_unpack/377/all.obj
vc_rat_pole_5,Rat pole,,scripts/_unpack/377/all.obj
vc_rat_pole_6,Rat pole,,scripts/_unpack/377/all.obj
